Title,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Overview,Location,# of spots,Image,Style,Duration,Author,Author Pic,Min read,Cost,City Name,Hotels,Restaurants,Attractions,Itineraries,City Blogs,Main Title
Trip to Azores,trip-to-azores,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,67dcfb16bd646317f95e8191,false,false,Fri Mar 21 2025 05:37:26 GMT+0000 (Coordinated Universal Time),Mon Apr 28 2025 00:59:54 GMT+0000 (Coordinated Universal Time),Tue Jun 17 2025 07:37:53 GMT+0000 (Coordinated Universal Time),"The Azores, a stunning archipelago in the Atlantic, offers breathtaking scenery and delicious cuisine. Known for its lush landscapes and unique flora, it’s a paradise for food lovers. Perfect for a 3-day trip, it's a must-visit for any traveler seeking a blend of culture and nature. Search for flights to the Azores today!","Ponta Delgada, Portugal",,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e6793f2ed440938a71f4e1_Flux_Dev_Objective__Generate_a_hyper_realistic_aerial_view_sto_0.jpeg,Foodie's Love,5 days,Steven Wang,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e98176c933bf8f87460557_author-pic.jpeg,4 min read,$$,Ponta Delgada,hotel-talisman; azor-hotel; hotel-marina-atlantico,cais-20; a-tasca; genuino-restaurante,whale-watching-tour; ponta-delgada-city-gates; sete-cidades,3-days-in-azores; 5-days-in-azores; 7-days-in-azores,hidden-gems-in-the-azores-booked-ai; solo-travel-in-the-azores-booked-ai; is-the-azores-worth-visiting-booked-ai,
Trip to Gili Islands,trip-to-gili-islands,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,67dcfb1ab2c20f027f84d466,false,false,Fri Mar 21 2025 05:37:30 GMT+0000 (Coordinated Universal Time),Mon Apr 28 2025 00:59:54 GMT+0000 (Coordinated Universal Time),Tue Jun 17 2025 07:37:53 GMT+0000 (Coordinated Universal Time),"The Gili Islands offer car-free tranquillity, clear waters and budget stays. Plan with AI travel tools or a trip planner app for an easy escape near Bali with great snorkelling spots.","Gili Islands, Indonesia",,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e6792adad803d140393501_Flux_Dev_Objective__Generate_a_hyper_realistic_aerial_view_sto_0.jpeg,Art & Culture Deep Dive,5 days,Steven Wang,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e98176c933bf8f87460557_author-pic.jpeg,4 min read,$,Gili Islands,hotel-gili-trawangan; hotel-vila-ombak; the-oberoi-beach-resort-bali,warung-sari-laut; waroeng-italian-corner; gili-lankanfushi-s-the-dining-room,gili-islands-sunset-cruise; snorkeling-at-gili-trawangan; gili-air-spa,3-days-in-gili-islands; 5-days-in-gili-islands; 7-days-in-gili-islands,hidden-gems-in-the-gili-islands-booked-ai; solo-travel-in-the-gili-islands-booked-ai; is-the-gili-islands-worth-visiting-booked-ai,
Trip to Edinburgh,trip-to-edinburgh,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,67dcfb1c384661801ea6d0ec,false,false,Fri Mar 21 2025 05:37:32 GMT+0000 (Coordinated Universal Time),Mon Apr 28 2025 00:59:55 GMT+0000 (Coordinated Universal Time),Tue Jun 17 2025 07:37:53 GMT+0000 (Coordinated Universal Time),"Discover Edinburgh with your AI Travel Agent! This stunning city blends history and culture, featuring landmarks like Edinburgh Castle and the Royal Mile. Use our Trip Planner App for cheap flights and hotel deals, ensuring an unforgettable Scottish adventure. Book now to dive into Edinburgh's charm!","Edinburgh, United Kingdom",,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e679384ee1f737133cfa8f_Flux_Dev_Objective__Generate_a_hyper_realistic_aerial_view_sto_0.jpeg,Art & Culture Deep Dive,9 days,Mennan Yelkenci,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e9817de127e02f2e7f9e5a_1716422602790.jpeg,6 min read,$$,Edinburgh,travelodge-edinburgh-central-waterloo-place; the-balmoral-hotel; the-edinburgh-grand,oink; dishoom; restaurant-martin-wishart,the-edinburgh-tattoo; free-walking-tour-edinburgh; edinburgh-castle,3-days-in-edinburgh; 5-days-in-edinburgh-booked-ai; 7-days-in-edinburgh,is-edinburgh-worth-visiting-booked-ai; edinburgh-travel-guide-booked-ai; best-time-to-visit-edinburgh-booked-ai,
Trip to Antalya,trip-to-antalya,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,67dcfb1db2c20f027f84d5fb,false,false,Fri Mar 21 2025 05:37:33 GMT+0000 (Coordinated Universal Time),Mon Apr 28 2025 00:59:55 GMT+0000 (Coordinated Universal Time),Tue Jun 17 2025 07:37:53 GMT+0000 (Coordinated Universal Time),"Antalya combines beaches, ancient ruins and budget-friendly hotels. With a well-connected location on the Turkish coast, it’s easy to explore using AI travel or a trip planner app.","Antalya, Turkey",,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e6792e4995a2c6713cf569_Flux_Dev_Objective__Generate_a_hyper_realistic_aerial_view_sto_0.jpeg,Art & Culture Deep Dive,5 days,Damien D,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e9818e5b9466a935c7a616_1709535536814.jpeg,4 min read,$$,Antalya,antalya-city-hotel; regnum-carya-golf-resort-hotel; maxx-royal-kemer-resort,kaleici-taverna; macha-restaurant; club-arma,antalya-aquarium; duden-waterfalls; konyaalti-beach,3-days-in-antalya; 5-days-in-antalya; 7-days-in-antalya,is-antalya-worth-visiting-booked-ai; antalya-travel-guide-booked-ai; best-time-to-visit-antalya,
Trip to Kuala Lumpur,trip-to-kuala-lumpur,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,67dcfb1ff8c6ba3992b6554b,false,false,Fri Mar 21 2025 05:37:35 GMT+0000 (Coordinated Universal Time),Mon Apr 28 2025 00:59:55 GMT+0000 (Coordinated Universal Time),Tue Jun 17 2025 07:37:53 GMT+0000 (Coordinated Universal Time),"Kuala Lumpur is a shopping paradise, perfect for travelers seeking vibrant markets and modern malls. With attractions like Petronas Towers and Bukit Bintang, enjoy diverse shopping experiences. Use an AI Travel Agent or Trip Planner App to find the best hotels and flights to Kuala Lumpur for a fantastic getaway!","Kuala Lumpur, Malaysia",,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e6793f2ed440938a71f430_Flux_Dev_Objective__Generate_a_hyper_realistic_aerial_view_sto_0.jpeg,Shopping Paradise,5 days,Steven Wang,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e98176c933bf8f87460557_author-pic.jpeg,4 min read,$$,Kuala Lumpur,tune-hotel-kuala-lumpur-city-centre; shangri-la-hotel-kuala-lumpur; the-ritz-carlton-kuala-lumpur,nasi-kandar-pelita; marini-s-on-57; cielo-kl,skybox-kl; batu-caves; petronas-twin-towers,3-days-in-kuala-lumpur; 5-days-in-kuala-lumpur; 7-days-in-kuala-lumpur,is-kuala-lumpur-worth-visiting-booked-ai; your-ultimate-solo-travel-guide-to-kuala-lumpur-booked-ai; visiting-kuala-lumpur-booked-ai,
Trip to Paris,trip-to-paris,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,67dcfb206c62a5b49c5357db,false,false,Fri Mar 21 2025 05:37:36 GMT+0000 (Coordinated Universal Time),Mon Apr 28 2025 00:59:54 GMT+0000 (Coordinated Universal Time),Tue Jun 17 2025 07:37:53 GMT+0000 (Coordinated Universal Time),"Paris, known for its rich culture and history, is a must-visit for anyone interested in art and lifestyle. With landmarks like the Louvre and Montmartre, travelers can soak in the essence of this iconic city. Use an AI travel agent or trip planner app to find the best hotels and flights to Paris for an unforgettable experience!","Paris, France",,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e6793e66fe3c7ece979826_Flux_Dev_Objective__Generate_a_hyper_realistic_aerial_view_sto_0.jpeg,Art & Culture Deep Dive,5 days,Mennan Yelkenci,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e9817de127e02f2e7f9e5a_1716422602790.jpeg,4 min read,$$$$,Paris,hotel-ibis-styles-paris-bercy; hotel-de-crillon; le-meurice,le-petit-cler; l-arpege; guy-savoy,louvre-museum-private-tour; sainte-chapelle; eiffel-tower,3-days-in-paris; 5-days-in-paris; 7-days-in-paris,hidden-gems-in-paris-booked-ai; is-paris-worth-visiting-booked-ai; your-ultimate-solo-travel-guide-to-paris-booked-ai,
Trip to Puerto Princesa,trip-to-puerto-princesa,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,67e24063a208f582c1a30add,false,false,Tue Mar 25 2025 05:34:27 GMT+0000 (Coordinated Universal Time),Mon Apr 28 2025 00:59:55 GMT+0000 (Coordinated Universal Time),Tue Jun 17 2025 07:37:53 GMT+0000 (Coordinated Universal Time),"Puerto Princesa is a coastal city in Palawan known for the Underground River, budget-friendly hotels and easy access via AI travel agent or trip planner app for nature-filled getaways.","Puerto Princesa, Philippines",,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e67927f3b9aa1cad7dfab0_Flux_Dev_Objective__Generate_a_hyper_realistic_aerial_view_sto_0.jpeg,Art & Culture Deep Dive,5 days,Damien D,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e9818e5b9466a935c7a616_1709535536814.jpeg,4 min read,$,Puerto Princesa,crown-regency-suites-and-residences---puerto-princesa; hotel-centro,kalui; itoy-s-coffee-haus; cowrie-island-restaurant,puerto-princesa-underground-river-tour; puerto-princesa-city-baywalk-park; puerto-princesa-subterranean-river-national-park,3-days-in-puerto-princesca; 5-days-in-puerto-princesa; 7-days-in-puerto-princesca,hotels-in-puerto-princesa-booked-ai; puerto-princesa-travel-guide-booked-ai; is-puerto-princesa-worth-visiting-booked-ai,
Trip to Las Palmas,trip-to-las-palmas,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,67e25ecd5c0399ad446f4e10,false,false,Tue Mar 25 2025 07:44:13 GMT+0000 (Coordinated Universal Time),Mon Apr 28 2025 00:59:55 GMT+0000 (Coordinated Universal Time),Tue Jun 17 2025 07:37:53 GMT+0000 (Coordinated Universal Time),"Las Palmas in Gran Canaria offers year-round sun, urban beaches and a mix of cultural spots. With central, budget-friendly hotels, it’s easy to organise your stay via AI travel or a trip planner app.","Las Palmas, Spain",,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e679354b5396d7b21d4ebb_Flux_Dev_Objective__Generate_a_hyper_realistic_aerial_view_sto_0.jpeg,Nature's Wonder,5 days,Steven Wang,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e98176c933bf8f87460557_author-pic.jpeg,4 min read,$$,Las Palmas,hotel-valencia; hotel-santa-catalina; hotel-lopesan-villa-del-conde-resort-thalasso,la-marinera; restaurante-el-camino; restaurante-aquarela,playa-de-las-canteras; vegueta-historic-quarter; loro-parque,3-days-in-las-palmas; 5-days-in-las-palmas; 7-days-in-las-palmas,hotels-in-las-palmas-booked-ai; las-palmas-travel-guide-booked-ai; everything-you-need-to-know-about-las-palmas,
Trip to Copenhagen,trip-to-copenhagen,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,67e6350d52f676f4f0bd3ae7,false,false,Fri Mar 28 2025 05:35:09 GMT+0000 (Coordinated Universal Time),Mon Apr 28 2025 00:59:54 GMT+0000 (Coordinated Universal Time),Tue Jun 17 2025 07:37:53 GMT+0000 (Coordinated Universal Time),"Copenhagen offers canals, cycling culture and modern design, with hotels ranging from budget to boutique. A compact, well-located city that’s easy to explore with AI travel or a trip planner app.","Copenhagen, Denmark",,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e6792fcc9d988875ce4d80_Flux_Dev_Objective__Generate_a_hyper_realistic_aerial_view_sto_0.jpeg,Adventure,3 days,Sanath K,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67ea1fdaab2143a39c68bc59_santh.jpeg,3 min read,$$$$,Copenhagen,copenhagen-downtown-hostel; hotel-d-angleterre; nimb-hotel,cafe-ketchup; noma; geranium,copenhagen-opera-house; free-walking-tour; tivoli-gardens,3-days-in-copenhagen; 5days-in-copenhagen; 7-days-in-copenhagen,hotels-in-copenhagen-booked-ai; copenhagen-travel-guide-booked-ai; solo-travel-in-copenhagen-booked-ai,
Trip to Chicago,trip-to-chicago,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,67e63516d19bd4cac52e084c,false,false,Fri Mar 28 2025 05:35:18 GMT+0000 (Coordinated Universal Time),Mon Apr 28 2025 00:59:54 GMT+0000 (Coordinated Universal Time),Tue Jun 17 2025 07:37:53 GMT+0000 (Coordinated Universal Time),"Chicago features architecture, museums and lakefront views, with hotels across various budgets. Well-connected and walkable, it’s easy to plan your visit using AI travel or a trip planner app.","Chicago, United States",,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e679349015a5516a7f53f1_Flux_Dev_Objective__Generate_a_hyper_realistic_aerial_view_sto_0.jpeg,Urban Discovery,5 days,Mennan Yelkenci,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e9817de127e02f2e7f9e5a_1716422602790.jpeg,4 min read,$$$$,Chicago,the-willows-hotel; the-langham-chicago; the-peninsula-chicago,pizano-s-pizza; alinea; saison,the-art-institute-of-chicago; millennium-park; navy-pier,3-days-in-chicago; 5-days-in-chicago; 7-days-in-chicago,solo-travel-in-chicago-booked-ai; chicago-adventure-guide-booked-ai; best-things-to-do-in-chicago-booked-ai,
Trip to Seattle,trip-to-seattle,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,67e9e2f930643fee018b8768,false,false,Mon Mar 31 2025 00:34:01 GMT+0000 (Coordinated Universal Time),Mon Apr 28 2025 00:59:54 GMT+0000 (Coordinated Universal Time),Tue Jun 17 2025 07:37:53 GMT+0000 (Coordinated Universal Time),"Discover Seattle with your AI Travel Agent and Trip Planner App. This city combines tech innovation and natural beauty, perfect for AI travel enthusiasts. Enjoy diverse hotels from budget-friendly to luxury, all conveniently located in a city known for its vibrant neighborhoods and stunning views.","Seattle, United States",,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e9fccf705cb325ec529aa1_Flux_Dev_Objective__Generate_a_hyper_realistic_aerial_view_sto_0.jpeg,Urban Discovery,4 days,Mennan Yelkenci,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e9817de127e02f2e7f9e5a_1716422602790.jpeg,3 min read,$$$,Seattle,green-tortoise-hostel; the-edgewater-hotel; four-seasons-hotel-seattle,the-5-point-cafe; canlis; the-herbfarm,chihuly-garden-and-glass; pike-place-market; space-needle,3-days-in-seattle; 5-days-in-seattle; 7-days-in-seattle,seattle-travel-guide-booked-ai; hidden-gems-in-seattle-booked-ai; best-accommodation-in-seattle-booked-ai,
Trip to Dallas,trip-to-dallas,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,67ea1913cfca5126cf9dcdee,false,false,Mon Mar 31 2025 04:24:51 GMT+0000 (Coordinated Universal Time),Mon Apr 28 2025 00:59:54 GMT+0000 (Coordinated Universal Time),Tue Jun 17 2025 07:37:53 GMT+0000 (Coordinated Universal Time),"Explore vibrant Dallas with our AI Travel Agent for its art districts, luxury hotels, and diverse dining, Dallas offers both convenience and budget-friendly options. Enjoy its blend of modern and western culture in a prime city location. Perfect for AI travel experiences.","Dallas, United States",,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67ea19d3fd6b922874d7e5ee_Flux_Dev_Objective__Generate_a_hyper_realistic_aerial_view_sto_0.jpeg,Urban Discovery,4 days,Mennan Yelkenci,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e9817de127e02f2e7f9e5a_1716422602790.jpeg,3 min read,$$$,Dallas,motel-6-dallas-northwest; omni-dallas-hotel; the-ritz-carlton-dallas,el-fenix; pappadeaux-s; fearing-s-restaurant,perot-museum-of-nature-and-science; dallas-farmers-market; dallas-world-aquarium,3-days-in-dallas; 5-days-in-dallas; 7-days-in-dallas,hidden-gems-in-dallas-booked-ai; culinary-dallas-adventure-booked-ai; best-time-to-visit-dallas-booked-ai,
Trip to Perth,trip-to-perth,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,67ea19170c503f96b0d880bf,false,false,Mon Mar 31 2025 04:24:55 GMT+0000 (Coordinated Universal Time),Mon Apr 28 2025 00:59:55 GMT+0000 (Coordinated Universal Time),Tue Jun 17 2025 07:37:53 GMT+0000 (Coordinated Universal Time),"Perth, a gem in Western Australia, offers visitors a blend of urban and natural attractions. Our AI travel agent simplifies your journey, making hotel bookings effortless. The city’s serene beaches and vibrant art scene, paired with its reputation for being budget-friendly, ensure a rewarding visit for all.","Perth, Australia",,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67ea1bec211e513fb6b43dc3_Flux_Dev_Objective__Generate_a_hyper_realistic_aerial_view_sto_0.jpeg,Urban Discovery,4 days,Sanath K,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67ea1fdaab2143a39c68bc59_santh.jpeg,3 min read,$$$$,Perth,the-murray-hotel; pan-pacific-perth; como-the-treasury,the-verandah-bar; wildflower; nobu-perth,elizabeth-quay-jet-ski-tour; perth-cultural-centre; kings-park-and-botanic-garden,3-days-in-perth; 5-days-in-perth; 7-days-in-perth,coastal-escape-in-perth-booked-ai; is-perth-worth-visiting-booked-ai; best-time-to-visit-perth,
Trip to Ibiza,trip-to-ibiza,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,67ea1fadd4359fcfcc67546c,false,false,Mon Mar 31 2025 04:53:01 GMT+0000 (Coordinated Universal Time),Mon Apr 28 2025 00:59:55 GMT+0000 (Coordinated Universal Time),Tue Jun 17 2025 07:37:53 GMT+0000 (Coordinated Universal Time),"Ibiza, Spain is a vibrant island known for its stunning beaches, rich culture, and electric nightlife. With a variety of hotels ranging from luxury to budget-friendly, there's something for everyone. Convenient for travelers, our AI Travel Agent helps you plan the perfect trip to make the most of this Mediterranean gem.","Ibiza, Spain",,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67ea2079824014f53519485c_Flux_Dev_Objective__Generate_a_hyper_realistic_aerial_view_sto_0.jpeg,Pure Fun!,4 days,Damien D,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e9818e5b9466a935c7a616_1709535536814.jpeg,3 min read,$$$,Ibiza,hostal-la-terracita; ushuaia-ibiza-beach-hotel; nobu-hotel-ibiza-bay,el-patio; pacha-restaurant; nobu-ibiza-bay,ushuaia-ibiza-beach-hotel; sunset-swings; hippie-market-punta-arabi,3-days-in-ibiza; 5-days-in-ibiza; 7-days-in-ibiza,ibiza-party-guide-booked-ai; solo-travel-in-ibiza-booked-ai; ibiza-ultimate-travel-guide-booked-ai,
Trip to Nadi,trip-to-nadi,673711ffbff242dabe21fc14,6613f5a399757c17cec4c186,67ea30197d6d254a6b16ddec,false,false,Mon Mar 31 2025 06:03:05 GMT+0000 (Coordinated Universal Time),Mon Apr 28 2025 00:59:54 GMT+0000 (Coordinated Universal Time),Tue Jun 17 2025 07:37:53 GMT+0000 (Coordinated Universal Time),"Nadi, Fiji, a vibrant city packed with cultural experiences and natural beauty, offers an ideal blend of relaxation and adventure. Known for its convenient location near international airports and budget-friendly accommodations, it's a perfect destination for your next vacation. Use our AI Travel Agent to organize your stay, from stunning hotels to local attractions.","Nadi, Fiji",,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67ea30a7c42835696e67d30e_Flux_Dev_Objective__Generate_a_hyper_realistic_aerial_view_sto_0.jpeg,Pure Fun!,4 days,Damien D,https://cdn.prod.website-files.com/6613f5a399757c17cec4c187/67e9818e5b9466a935c7a616_1709535536814.jpeg,3 min read,$$,Nadi,tropic-of-capricorn; radisson-blu-resort-fiji; shangri-la-s-fijian-resort-and-spa,goji-kitchen-bar; bula-re-restaurant; the-reef-restaurant,cloud-9-fiji; nadi-market; garden-of-the-sleeping-giant,3-days-in-nadi-booked-ai; 5-days-in-nadi; 7-days-in-nadi,nadi-honeymoon-guide-booked-ai; is-nadi-worth-visiting-booked-ai; ultimate-nadi-travel-guide-booked-ai,
